,movie_name
3089,Castle on the Hudson
3090,Confessions of a Nazi Spy
3091,City for Conquest
3092,The Long Night
3093,Sorry Wrong Number
3094,The Snake Pit
3095,Decision before Dawn
3096,Anastasia
3097,The Journey
3098,Little Miss Marker
3100,Going to Town
3101,The Doctor Takes a Wife
3102,He Stayed for Breakfast
3103,This Thing Called Love
3104,Here Comes Mr.~Jordan
3105,My Sister Eileen
3106,Once Upon A Time
3107,Because You're Mine
3108,Let's do it Again
3109,Goona-Goona
3111,Vanity Fair
3113,Island of Lost Souls
3115,From Hell to Heaven
3117,Who Done It?
3118,Pardon my Sarong
3119,House of Dracula
3120,Virtue
3122,Ann Carver's Profession
3123,Cross Country Cruise
3124,Transient Lady
3125,As Good as Married
3126,At the Circus
3128,Ship ahoy
3129,The Youngest Profession
3130,The Getaway
3131,Easy To Wed
3132,Song of the Thin Man
3134,A Woman of Distinction
3135,Confidentially Connie
3136,Aint Misbehavin'
3137,Mary Had a Little
3138,The Mouthpiece
3140,If I Were Free
3141,Three Cornered Moon
3142,She Loves Me Not
3143,Never Say Die
3144,The Cat and The Canary
3145,Nothing But the Truth
3146,The Male Animal
3147,My Favourite Brunette
3148,My Girl Tisa
3149,The Great Gatsby
3150,Just for You
3151,The Death Kiss
3153,The Casino Murder Case
3154,A Christmas Carol
3155,Maisie
3156,Gold Rush Maisie
3157,Maisie Was a Lady
3158,Show Business
3159,Tall in the Saddle
3160,Johnny Angel
3161,Lady Luck
3162,Race Street
3163,Canadian Pacific
3164,The Man Who Reclaimed His Head
3166,Her Husband Lies
3167,The Last Gangster
3168,That Certain Age
3169,Swiss Family Robinson
3170,The Man Who Lost Himself
3171,The Fighting Seabees
3172,Wake of the Red Witch
3173,Caribbean
3174,Sangaree
3175,The Gun Hawk
3176,Bring Them Back Alive
3178,Wild Cargo
3179,Fang and Claw
3180,Jungle Menace
3181,"Icare, Killer of the Amazon"
3182,Play Girl
3184,Lady Scarface
3185,Charlie Chan at the Racetrack
3187,Charlie Chan at the Opera
3188,Charlie Chan at the Olympics
3189,Charlie Chan in Honolulu
3190,Sun Valley Serenade
3191,I Wake up Screaming
3192,"Hello, Frisco, Hello"
3193,Wonder Man
3194,Three Little Girls in Blue
3195,Fury at Furnace Creek
3196,East of Java
3197,She's Working Her Way Through College
3198,Tarzan and the Lost Safari
3199,Tarzan's Fight for Life
3200,Tarzan and the Trappers
3201,Madison Avenue
3202,Without a Trace
3203,The Barton Mystery
3205,Scrooge
3206,Man of the Forest
3208,Arabian Nights
3209,:Now and Forever
3210,Lives of a Bengal Lancer
3211,Peter Ibbetson
3212,Go West Young Man
3214,"Brigham Young, Frontiersman"
3215,Johnny Apollo
3216,Sheppard of the Hills
3217,Nob Hill
3218,The House on 92nd Street
3219,Kiss of Death
3220,Call Northside 777
3221,Down to the Sea in Ships
3222,The Desert Fox
3223,Fourteen Hours
3224,Niagra
3225,Prince Valiant
3226,Legend of the Lost
3227,North to Alaska
3228,How the West Was Won
3230,The Last Safari
3231,True Grit
3232,Shootout
3233,The Most Dangerous Game
3235,She
3236,The Man I Married
3237,Hudson's Bay
3238,:The Pied Piper
3239,The Moon is Down
3240,Happy Land
3241,and Now Tomorrow
3242,Tomorrow is Forever
3243,O.S.S.
3244,They Won't Believe Me
3245,Santa Fe
3246,The Mummy
3248,Mad Love
3249,The Big Cage
3251,The Secret of the Blue Room
3252,:Island of Lost Men
3253,Tarzan and the Amazons
3254,Tarzan and the Leopard Woman
3255,Tarzan and the Huntress
3256,Son Of Ali Baba
3257,Tarzan and the She-Devil
3258,Carnival Story
3259,Rummelplatz der Liebe
3260,The Deerslayer
3261,The Fly
3262,The Blue Light
3264,Triumph of the Will
3265,Olympische Spiele 1936
3266,Tiefland
3269,Jennie Gerhardt
3270,Thirty-Day Princess
3271,Sarumba
3272,Laura
3274,A Royal Scandal
3275,Fallen Angel
3276,Forever Amber
3277,Daisy Kenyon
3279,:The Fan
3280,Whirlpool
3281,Where the Sidewalk Ends
3282,Angel Face
3283,The Moon is Blue
3284,River of No Return
3285,Carmen Jones
3286,The Man with the Golden Arm
3287,Saint Joan
3288,Porgy and Bess
3289,Anatomy of a Murder
3290,Exodus
3291,Advise and Consent
3292,The Cardinal
3293,In Harm's Way
3294,Bunny lake is Missing
3295,"Tell Me That You Love Me, Junie Moon"
3296,Such Good Friends
3297,The Human Factor
3298,Rosebud
3299,"Der Tr\""amende Mund"
3301,Catherine the Great
3302,Escape Me Never
3303,As You Like It
3304,Dreaming Lips
3305,Stolen Life
3306,The Bolshoi Ballet
3307,The Royal Ballet
3308,Der Rosenkavalier
3310,L'Affaire est dans le Sac
3312,Adieu Leonard
3313,Voyage Suprise
3314,Tudor Rose
3316,The Man Who Changed His Mind
3317,King Solomon's Mines
3318,Tom Brown's Schooldays
3320,Jane Eyre
3321,To the Ends of the Earth
3322,Don't Come Back Alive
3323,The Long Shot
3324,The Derelicts
3325,And so Died Riabouchinska
3326,There was an Old Woman
3327,Mink
3328,Old Yeller
3329,Darby O'Gill and the Little People
3330,The Shaggy Dog
3331,An Occurrence at Owl Creek Bridge
3332,Kidnapped
3333,The Absent-Minded Professor
3334,In Search of the Castaways
3335,Mary Poppins
3336,That Darn Cat
3337,:Gnome-Mobile
3338,:Blackbeard's Ghost
3339,The Love Bug
3340,Bedknobs and Broomsticks
3341,One of Our Dinosaurs is Missing
3342,The Shaggy DA
3343,Island at the Top of the World
3344,Moulin Rouge
3346,King of Burlesque
3347,Wake Up and Live
3349,Swanee River
3350,You'll Never Get Rich
3351,The Lady Has Plans
3352,My Favorite Blonde
3353,The Meanest Man in the World
3354,Sorrowful Jones
3355,One Sunday Afternnon
3357,Star of Midnight
3358,The Man Who Broke the Bank at Monte Carlo
3359,The Ex-Mrs.~Bradford
3360,Social Decay
3362,White Zombie
3364,The Silent Witness
3366,Girls Will Be Boys
3367,Good Morning Boys
3368,Oh Mr.~Porter
3369,Convict 99
3370,Alf's Button Afloat
3371,Old Bones of the River
3372,Ask a Policeman
3373,The Frozen Limits
3374,The Ghost of St.Michaels
3375,King Arthur was a Gentleman
3376,This Man is Mine
3379,G-men
3380,Bullets or Ballots
3381,The Singing Kid
3382,The Green Pastures
3383,The Prince and The Pauper
3384,Valley of the Giants
3385,Brother Rat
3386,Each Dawn I Die
3387,Torrid Zone
3388,Four Mothers
3389,The Man Who Came to Dinner
3390,L'Aiglon
3392,Cash
3394,Sanders of the River
3396,The Jungle Book
3397,Sahara
3398,The Macomber Affair
3399,Cry the Beloved Country
3400,Unholy Love
3402,Mauvaise Graine
3404,The Major and the Minor
3405,Five Graves to Cairo
3406,Double Indemnity
3407,The Lost Weekend
3408,A Foreign Affair
3409,Sunset Boulevard
3410,The Big Carnival
3411,Stalag 17
3412,Sabrina
3413,The Seven Year Itch
3414,The Spirit of St.~Louis
3415,Love In The Afternoon
3416,Witness for the Prosecution
3418,The Apartment
3419,"One, Two, Three"
3420,Irma la Douce
3421,Kiss Me Stupid
3422,The Private Life of Sherlock Holmes
3423,Buddy Buddy
3424,Fric Frac
3426,Le Diable au Corps
3427,Occupe-Toi d'Amelie
3428,L'Auberge Rouge
3429,Ripening Seed
3430,Le Bl\'e en herbe
3431,Le Rouge et Le Noir
3432,Marguerite de la Nuit
3433,En Cas de Malheur
3434,La Travers\'ee de Paris
3436,The Woman In White
3437,Le Rouge et le Blanc
3438,Destination Tokyo
3440,Hollywood Canteen
3441,The Red House
3442,Dark Passage
3443,Broken Arrow
3445,Never Let Me Go
3446,Demetrius and the Gladiators
3447,Jubal
3448,The Last Wagon
3449,3:10 to Yuma
3450,The Badlanders
3451,Cowboy
3452,The Hanging Tree
3453,Parrish
3454,Spencer's Mountain
3455,Youngblood Hawke
3456,The Battle of Villa Florita
3457,Charlie Chan's Courage
3459,Charlie Chan in London
3460,Charlie Chan on Broadway
3461,Charlie Chan at Monte Carlo
3462,Charlie Chan's Murder Cruise
3463,"Michael Shayne, Private Detective"
3464,Dressed To Kill
3465,The Man Who Wouldn't Die
3466,Time To Kill
3467,Blue and White and Perfect
3468,Berlin Correspondent
3469,Vampire Bat
3471,Blondie
3472,Blondie Meets the Boss
3473,Blondie Takes a Vacation
3474,Blondie Brings Up Baby
3475,Blondie on a Budget
3476,Blondie has Servant Trouble
3477,Blondie Plays Cupid
3478,Blondie Goes Latin
3479,Blondie in Society
3480,Blondie Goes to College
3481,Blondie's Blessed Event
3482,Blondie for Victory
3483,It's a Great Life
3484,Footlight Glamour
3485,Leave it to Blondie
3486,Blondie Knows Best
3487,Life With Blondie
3488,Blondie's Lucky Day
3489,Blondie's Big Moment
3490,Blondie's Holiday
3491,Blondie in the Dough
3492,Blondie's Anniversary
3493,Blondie's Reward
3494,Blondie's Secret
3495,Blondie's Big Deal
3496,Blondie hits the Jackpot
3497,Blondie's Hero
3498,Beware of Blondie
3499,Cohens and Kellys in Trouble
3501,Alice Adams
3502,Annie Oakley
3503,The Nitwits
3504,Swing Time
3505,A Damsel in Distress
3506,Quality Street
3507,Vivacious Lady
3508,Gunga Din
3509,Vigil in the Night
3510,Penny Serenade
3511,Woman of the Year
3512,Talk of the Town
3513,The More the Merrier
3514,I Remember Mama
3515,A Place in the Sun
3516,Shane
3517,Giant
3518,The Diary of Anne Frank
3519,The Greatest Story Ever Told
3520,The Only Game in Town
3521,The Devil's Brother
3523,One Million Years B.C.
3524,Turnabout
3525,La Maternelle
3527,Helene
3528,La Mort du Cygne
3529,Fire in the Straw
3530,Dirty Work
3537,Cradle Song
3539,Death Takes a Holiday
3540,Hands Across the Table
3541,Thirteen Hours by Air
3542,The Big Broadcast of 1937
3543,Easy Living
3544,The Big Broadcast of 1938
3545,Midnight
3546,Remember the Night
3547,"Arise, My Love"
3548,Hold Back the Dawn
3549,The Lady is Willing
3550,No Time for Love
3551,Lady in the Dark
3552,Practically Yours
3553,Kitty
3554,The Mating Season
3556,The Girl Most Likely
3557,Once in a Lifetime
3559,Cento Di Questo Giorni
3561,Ulysses
3562,On Secret Service
3564,Radio Parade
3565,Drake of England
3566,The Dark Stairway
3567,The Return of Carol Deane
3569,The Nursemaid Who Disappeared
3570,Busman's Honeymoon
3571,California Straight Ahead
3573,Risky Business
3574,Black Friday
3575,San Francisco Docks
3576,Buck Privates
3577,Hold That Ghost
3579,The Spider Woman Strikes Back
3580,Francis
3581,Rhubarb
3582,Star of India
3583,Thief of Bagdad
3584,Call It Murder
3586,The Egg and I
3587,Tarzan and his Mate
3589,Bank Holiday
3591,The Stars Look Down
3592,The Night Train to Munich
3593,Kipps
3594,The Young Mr.~Pitt
3595,The Way Ahead
3596,The True Glory
3598,The Fallen Idol
3599,The Third Man
3600,An Outcast of the Islands
3601,Our Man in Havana
3602,Oliver!
3603,Lady by Choice
3606,"April, April"
3608,Das Hofkonzert
3609,La Habanera
3610,Home is Calling
3611,Hitler's Madman
3612,Strange Illusion
3613,Lured
3614,Sleep My Love
3615,Slightly French
3616,Shockproof
3617,Weekend with Father
3618,Has Anybody Seen My Gal?
3619,Take Me to Town
3620,The Sign of the Pagan
3621,Magnificent Obsession
3623,All that Heaven Allows
3624,Written on the Wind
3625,Battle Hymn
3626,Interlude
3627,A Time to Love and a Time to Die
3628,The Tarnished Angels
3632,Bluebeard
3634,Detour
3635,The Strange Woman
3636,The Man from Planet X
3637,Ruthless
3638,Daughter of Dr.~Jekyll
3639,The Naked Dawn
3640,"Atlantis, The Lost Kingdom"
3641,The Jolly Fellows
3643,:Babes in Toyland
3645,Swedenhielms
3647,Intermezzo
3649,Dollar
3650,Only One Night
3651,The Scarlet Pimpernel
3653,Little Tough Guy
3654,There's One Born Every Minute
3655,Jungle Captive
3656,The Mummy's Tomb
3657,Singapore Woman
3659,The Mark of Dimitrios
3660,Humoresque
3661,Roadhouse
3662,Johnny Belinda
3663,The Mudlark
3664,Three Came Home
3666,Phone Call from a Stranger
3667,Lure of The Wilderness
3668,Titanic
3669,How to Marry a Millionaire
3670,Three Coins in the Fountain
3671,Woman's World
3672,Daddy Longlegs
3673,The Rains of Ranchipur
3674,The Pleasure Seekers
3675,A Royal Divorce
3677,The Mind of Mr.~Reeder
3678,She Done Him Wrong
3680,Morning Glory
3681,Born to Be Bad
3682,Boule de Suif
3684,Lenin in October
3685,Lenin in 1918
3686,The Russian Question
3687,Nine Days of One Year
3688,Ordinary Fascism
3689,C\'esar
3691,Gribouille
3692,La Femme du Boulanger
3693,La Fille du Puisatier
3694,Manon des Sources
3695,Orient Express
3697,The October Man
3699,The Weaker Sex
3700,Morning Departure
3701,I'll Never Forget You
3702,Inferno
3703,Don't Bother to Knock
3705,Passage Home
3706,Jaqueline
3707,Tiger in the Smoke
3708,The One that got Away
3710,The Singer Not the Song
3711,Flame in the Streets
3713,Two Left Feet
3714,Quatermass and the Pit
3715,The Anniversary
3716,Scars of Dracula
3717,Dr.~Jekyll and Sister Hyde
3718,Asylum
3719,And Now the Screaming Starts
3720,The Vault of Horror
3721,:The Monster Club
3722,Mission: Monte Carlo
3723,The Silver Streak
3725,The Goldiggers of 1935
3727,Babes in Arms
3728,Strike Up the Band
3729,Babes on Broadway
3730,For Me and My Gal
3731,The Gang's All Here
3732,Take Me Out To The Ball Game
3733,The Scoundrel
3735,Angels over Broadway
3736,Crime Without Passion
3738,Soak the Rich
3739,Once in a Blue Moon
3740,The New Adventures of Tarzan
3742,Tarzan and the Green Goddess
3743,Tender Comrade
3745,Captive Wild Woman
3746,"Murder, My Sweet"
3747,Cornered
3748,Till the End of Time
3749,Crossfire
3750,The Caine Mutiny
3751,Broken Lance
3752,Soldier of Fortune
3753,The Left Hand of God
3754,The Mountain
3755,Raintree County
3756,The Young Lions
3757,The Blue Angel
3758,Warlock
3759,The Carpetbaggers
3760,Mirage
3761,Alvarez Kelly
3765,Walpurgis Night
3767,George White's 1935 Scandals
3769,:The Lost City
3771,The Master Race
3773,Salt of the Earth
3774,His Fighting Blood
3776,Arizona Days
3777,Dick Tracy Returns
3778,Drums of Fu Munchu
3779,Westward Ho!
3780,Captain America
3781,Don't Fence Me In
3782,Murder in the Music Hall
3783,Riders in the Sky
3784,Valley of Fire
3785,Frankie and Johnny
3787,Women in War
3788,Gangway for Tomorrow
3789,Angel on the Amazon
3790,The Avengers
3791,Thunderbirds
3792,City That Never Sleeps
3793,Hell's Half Acre
3794,The Eternal City
3795,The Man from Music Mountain
3797,The Man from Cheyenne
3798,The Cheaters
3800,The Plunderers
3801,Rock Island Trail
3802,Transcontinent Express
3803,California Passage
3804,Jubilee Trail
3805,Spoilers of the Forest
3806,A Fine Mess
3808,Murder in Trinidad
3810,Charlie Chan in Egypt
3811,Bulldog Drummond Comes Back
3813,Dangerous Mission
3814,A Midsummer Night's Dream
3816,Mimi
3818,Foreign Affaires
3822,Invitation to the Waltz
3824,The House on the Square
3826,The Tenth Man
3829,Speed
3831,Flash Gordon
3833,Isle of Fury
3836,Along the Navajo Trail
3837,Bored of Education
3839,Broadway Limited
3840,If You Knew Susie
3841,Rogues of Sherwood Forest
3842,The Charge at Feather River
3843,Them!
3844,The McConnell Story
3845,Bombers B-52
3846,The Fiend Who Walked the West
3847,Harlow
3849,In Like Flint
3850,Tony Rome
3851,The Detective
3852,Lady in Cement
3853,:They Call Me Mr.~Tibbs
3854,:Viva Knievel
3855,Dear Octopus
3857,English Without Tears
3858,Mr.~Emanuel
3859,Quiet Weekend
3860,My Brother Jonathan
3861,The Man Who Watched Trains Go By
3862,Rob Roy the Highland Rogue
3863,The Man Who Loved Redheads
3864,Beloved Enemy
3867,Congo Maisie
3868,The Story of Vernon and Irene Castle
3869,Helzapoppin
3870,Victory through Air Power
3871,Mr.~Lucky
3872,The Farmer's Daughter
3873,Mr.~Baldings Builds His Dream House
3874,Three for the Show
3875,His Lordship
3877,Strange Boarders
3878,Back Room Boy
3879,Flight from Folly
3880,Three Smart Girls
3882,One Hundred Men and a Girl
3883,Three Smart Girls Grow Up
3884,First Love
3885,Spring Parade
3886,It Started with Eve
3887,Luck of the Irish
3888,The Bishop's Wife
3889,The Inspector General
3890,Wabash Avenue
3891,My Blue Heaven
3892,Harvey
3893,No Highway in the Sky
3894,The Robe
3895,D\'esir\'ee
3897,The Naked Maja
3898,Flower Drum Song
3899,Mr. Hobbs Takes a Vacation
3900,Night Mail
3902,Nine Men
3903,Where No Vultures Fly
3905,We're Only Human
3907,Dracula's Daughter
3909,The Vampire's Ghost
3911,Belle Starr's Daughter
3912,Sky Dragon
3913,Fort Algiers
3914,Drole de Drames
3916,Quai des Brumes
3917,Hotel du Nord
3918,Le Jour se L\`eve
3919,Les Visiteur du Soir
3920,Les Enfants du Paradis
3921,Les Portes de la Nuit
3922,La Marie du Port
3923,Th\`eres\'e R\'aquin
3924,Terrain Vague
3925,I Cover Chinatown
3927,"Think Fast, Mr.~Moto"
3928,"Thank You, Mr.~Moto"
3929,Mr.~Moto Takes a Chance
3930,Mysterious Mr.~Moto
3931,Charlie Chan in Reno
3932,Mr.~Moto's Last Warning
3933,Mr.~Moto Takes a Vacation
3934,Charlie Chan at Treasure Island
3935,Charlie Chan in Panama
3936,Journey into Fear
3937,:Davy Crockett
3938,:Davy Crockett and the River Pirates
3939,The Sign of Zorro
3940,Indian Paint
3941,The Return of Mr.~Moto
3942,Kreuzer Sonata
3945,Der Grosse Konig
3946,Opfergang
3947,Kolberg
3948,Die Baue Stunde
3949,The Third Sex
3950,Man Hunt
3952,Here Comes Carter
3953,Accidents Will Happen
3954,Nancy Drew Detective
3955,Nancy Drew Reporter
3956,Nancy Drew Trouble Shooter
3957,Nancy Drew and the Hidden Staircase
3958,The Dead End Kids on Dress Parade
3959,Calling Philo Vance
3960,Devil's Island
3961,She Couldn't say No
3962,The Falcon in Danger
3963,The Falcon and The Co-Eds
3964,The Falcon Out West
3965,Crime By Night
3966,Burgtheater
3968,Bel Ami
3969,Bunker Bean
3971,Charlie Chan's Secret
3973,Keep Fit
3975,It's in the Air
3976,Mine Own Executioner
3977,Mr.~Denning Drives North
3978,The Captain's Paradise
3979,The Amorous Prawn
3980,L'Espoir
3982,Sierra de Teruel
3983,Lancer Spy
3986,Barricade
3987,Daytime Wife
3988,Rose of Washington Square
3989,"Wife, Husband and Friend"
3990,I was an Adventuress
3991,Adam Had Four Sons
3992,Irish Eyes are Smiling
3993,Black Magic
3994,Abdullah the Great
3995,Oscar Wilde
3998,Thunder Rock
3999,Journey Together
4000,Fame is the Spur
4001,Brighton Rock
4002,The Guinea Pig
4003,Seven Days to Noon
4004,Private's Progress
4005,Brother's in Law
4006,Happy is the Bride
4007,Lucky Jim
4008,I'm Allright Jack
4009,Heavens Above
4010,Endless Night
4011,"Soft Beds, Hard Battles"
4012,Broadway Musketeers
4014,Five Came Back
4015,Married and in Love
4017,China
4018,The Hitler Gang
4019,Calcutta
4020,The Big Clock
4021,Alias Nick Beal
4022,His Kind of Woman
4023,Hondo
4024,Plunder of the Sun
4025,Back from Eternity
4026,The Unholy Wife
4027,John Paul Jones
4028,The Last Train from Madrid
4030,Ebb Tide
4036,The Lady and the Monster
4037,The Bandit of Sherwood Forest
4038,Johnny Comes Flying Home
4039,Last of the Redmen
4040,Son of Robin Hood
4041,Abus de Confiance
4043,Battement de Coeur
4044,Les Iconnus dans la Maison
4045,La Fille du Diable
4046,Three Telegrams
4047,The Truth About Bebe Donge
4048,The Lovers of Toledo
4049,Razzia sur la Chnouf
4050,Charmants Garcons
4051,The Face of the Cat
4052,Outcasts of Glory
4053,Le Puritain
4055,The Spy in Black
4058,49th Parallel
4059,One of our Aircraft is Missing
4060,The Life and Death of Colonel Blimp
4061,The Volunteer
4062,I Know Where I Am Going
4063,A Matter of Life and Death
4064,Black Narcissus
4065,The Red Shoes
4066,Gone to Earth
4068,The Tales of Hoffman
4069,The Wild Heart
4070,Oh Rosalinda!!
4071,The Battle of the River Plate
4072,Peeping Tom
4073,The Age of Consent
4074,River of Unrest
4076,Best Friends
4077,Las Vegas Lady
4078,Youngblood
4079,Dreamer
4080,King of the Mountain
4081,Night Partners
4083,Full Exposure: The Sex Tape Scandal
4084,A Mother's Justice
4085,Virginity
4087,Ave Maria
4089,A Girl with Ideas
4091,Four Girls in White
4092,Whistling in the Dark
4094,Song of the Open Road
4095,Son of Lassie
4096,Abbott and Costello in Hollywood
4097,Her Husband's Affairs
4098,I Love Trouble
4099,The Lust for Gold
4100,The Lone Ranger
4102,Under Western Stars
4103,The Lone Ranger Rides Again
4104,The Drums of Fu Manchu
4105,Jungle Girl
4106,The Perils of Nyoka
4107,The Cowboy and the Senorita
4108,Yellow Rose of Texas
4109,The Last Musketeer
4110,The Cool and the Crazy
4111,Juvenile Jungle
4112,Master of the World
4113,The Republic Story
4114,Two Sisters
4116,Symphonie Fantastique
4119,Un Revenant
4122,Fanfan la Tulipe
4124,Madame DuBarry
4125,Tous les Gars du Monde
4126,Babette goes to War
4127,Madame Sans G\^ene
4128,The Black Tulip
4129,Secret Agents
4130,The Saint Versus ...
4131,Two Tickets to Mexico
4132,Lady Hamilton
4133,Vessel of Wrath
4135,Flash Gordon's Trip to Mars
4137,Flash Gordon Conquers the Universe
4138,The Golden Idol
4139,A Man to Remember
4141,Next Time I Marry
4142,The Great Man Votes
4143,Bachelor Mother
4144,My Favorite Wife
4146,"Tom, Dick and Harry"
4147,Some Kind of a Nut
4148,:Some Kind of Hero
4149,Mystery Plane
4151,The Wolf Man
4152,The Climax
4153,Frisco Sal
4154,Shady Lady
4155,Tangier
4156,Mr.~Moto in Danger Island
4159,The Cisco Kid and the Lady
4160,Charlie Chan in the City of Darkness
4161,Time to Kill
4162,Met My Love Again
4164,Picnic
4165,Bus Stop
4166,Sayonara
4167,South Pacific
4168,Tall Story
4170,:Ensign Pulver
4171,Camelot
4172,Paint Your Wagon
4173,"Accused, sit down"
4175,The Girl from Mexico
4176,Mexican Spitfire
4177,Mexican Spitfire Out West
4178,Mexican Spitfire's Baby
4179,Mexican Spitfire at Sea
4180,Mexican Spitfire Sees a Ghost
4181,Mexican Spitfire's Elephant
4182,Mexico Spitfire's Blessed Event
4183,Casanova in Burlesque
4184,The Mummy's Curse
4185,Fireman Save My Child
4186,The Dybbuk
4188,Woman Against Woman
4190,Dramatic School
4191,Mr.~and Mrs.~North
4192,Mr._District Attorney
4193,That Wonderful Urge
4194,"Mr.~Wong, Detective"
4196,Mr.~Wong in Chinatown
4197,Tarzan's Revenge
4199,"Andalusische N\""achte"
4201,"Das M\""adchen Johanna"
4203,The Great Victor Herbert
4205,Stormy Weather
4206,Julie
4207,Cry Terror
4208,The Secret of my Success
4209,Song of Norway
4211,"Sing, Bing, Sing"
4213,Blind Alley
4215,The Lady in Question
4216,The Tuttles of Tahiti
4217,A Song To Remember
4218,Gilda
4220,Hans Christian Andersen
4221,The Joker is Wild
4223,Gulliver's Travels
4225,Mr.~Bug goes to Town
4226,In Jenen Tagen
4228,Rotation
4229,Des Teufels General
4230,Ludwig II
4231,Young Dr.~Kildare
4233,On Borrowed Time
4235,The Saint in London
4237,Sleeping Car to Trieste
4238,Weekend With Lulu
4239,Volpone
4241,Cat People
4242,I Walked with a Zombie
4243,The Leopard Man
4244,Experiment Perilous
4245,Out of the Past
4246,Berlin Express
4247,Curse of the Demon
4248,"That's Right, You're Wrong"
4250,You'll Find Out
4252,The Doughgirls
4253,Never Say Goodbye
4254,Stallion Road
4255,April Showers
4256,The Second Woman
4257,Two Tickets to Broadway
4258,That Hagen Girl
4260,The Woman in White
4262,Please Murder Me
4263,Lost Angel
4265,Our Vines Have Tender Grapes
4266,Excuse My Dust
4267,The 5000 Fingers of Dr.~T
4268,Affair with a Stranger
4270,These Wilder Years
4271,British Intelligence
4273,Shadows Over Chinatown
4274,Dangerous Money
4275,What a Life
4277,Blackwell's Island
4281,Dark Waters
4283,Ramrod
4284,House of Wax
4285,Tanganyika
4286,Monkey on my Back
4287,Gold for the Caesars
4288,:The East Side Kids
4290,The Mummy's Hand
4292,Duck Amuck
4294,"What's Opera, Doc?"
4295,Gay Puree
4296,The Phantom Tollbooth
4297,My Little Chickadee
4299,The Bank Dick
4300,Crazy House
4301,Beyond the Rockies
4303,Major Barbara
4305,Caesar and Cleopatra
4306,I'm Still Alive
4308,The Big Street
4309,The Bachelor and the Bobbysoxer
4310,All My Sons
4311,Dancing in the Dark
4312,Three Husbands
4313,New Mexico
4316,My Name is Julia Ross
4318,So Dark the Night
4319,The Al Jolson Story
4320,The Undercover Man
4321,Gun Crazy
4322,The Big Combo
4323,Terror in a Texas Town
4324,L'Eternel Retour
4326,Symphonie Pastorale
4327,Les Jeux Sont Faits
4328,Dieu a besoin des Hommes
4329,Le Garcon Sauvage
4330,The Moment of Truth
4331,Destinees
4333,Notre Dame de Paris
4334,Inspector Maigret
4335,Le Soleil des Voyous
4336,Charlie Chan at the Wax Museum
4338,Calling All Husbands
4340,Citizen Kane
4342,The Magnificent Ambersons
4343,It's all True
4344,The Stranger
4345,The Lady From Shanghai
4347,Othello
4348,Confidential Report
4349,A Touch of Evil
4350,The Trial
4351,Chimes at Midnight
4352,The Immortal Story
4353,The Deep
4354,June Night
4356,The Great McGinty
4358,Christmas in July
4359,Sullivan's Travels
4360,The Lady Eve
4361,The Palm Beach Story
4362,The Great Moment
4363,The Miracle of Morgan's Creek
4364,Hail the Conquering Hero
4365,Mad Wednesday
4366,The Sin of Harold Diddlebook
4367,Unfaithfully Yours
4368,The Beautiful Blonde from Bashful Bend
4369,Les Carnets de Major Thompson
4370,La Chiavi
4372,Mirandi
4373,Capriccio
4374,Chi Lavora \'e Perduta
4375,Col Curve in Gula
4376,Il Disco Volante
4377,NerosuBianco
4378,L'Urlo
4379,:Salon-Kitty
4380,La Vacanca
4381,:Caligula
4382,Action
4383,Snack Bar Budapest
4384,Scandal
4385,Los Bordeles de Paprika
4386,Julieta y Romeo
4388,The Captive Heart
4390,The Blue Lamp
4391,I Believe in You
4392,Who Done It
4393,Sapphire
4394,The League of Gentlemen
4395,All Night Long
4396,Victim
4397,Masquerade
4398,The Man who Haunted Himself
4399,The Bullfighter and The Lady
4401,East of Sumatra
4402,The Tall T
4403,Buchanan Rides Alone
4404,The Rise and Fall of Legs Diamond
4405,Arruza
4406,Dumbo
4408,Perr Gynt
4410,Julius Ceasar
4411,Talk About a Stranger
4412,Twelve to the Moon
4413,They Saved Hitler's Brain
4416,Flying Tigers
4417,Love Happy
4418,Sudden Fear
4419,The Opposite Sex
4420,The Story of Esther Costello
4421,Happy Anniversary
4422,Midnight Lace
4424,Lonely Are the Brave
4425,:Executive Action
4426,Anchors Aweigh
4428,The Harvey Girls
4430,Annie Get Your Gun
4431,Showboat
4432,Sacaramouche
4433,Kiss Me Kate
4434,Jeanne Eagles
4435,Pal Joey
4436,Bye Bye Birdie
4437,Half a Sixpence
4438,The Gay Sisters
4440,"Now, Voyager"
4441,The Adventures of Mark Twain
4443,Rhapsody in Blue
4444,Deception
4445,The Voice of the Turtle
4446,The Glass Menagerie
4447,Another Man's Poison
4448,The Brave One
4449,Marjorie Morningstar
4450,The Miracle
4451,:Born Again
4454,This is our Life
4455,Across the Pacific
4456,The Battle of San Pietro
4457,The Treasure of the Sierra Madre
4458,Key Largo
4459,The Asphalt Jungle
4460,Red Badge of Courage
4461,The African Queen
4463,Beat the Devil
4466,The Unforgiven
4467,The Misfits
4468,Freud
4469,The List of Adrian Messenger
4470,The Night of the Iguana
4471,The Bible
4472,Casino Royale
4473,Reflections in a Golden Eye
4474,A Walk with Love and Death
4475,The Life and Times of Judge Roy Bean
4476,Fat City
4477,The Man Who Would Be King
4478,Wise Blood
4479,:Victory
4480,Annie
4481,Under the Volcano
4482,Prizzi's Honor
4483,The Dead
4484,Quax der Bruchpilot
4486,I think often of Piroschka
4487,The Confessions of Felix Krull
